#r=20, p=15, n=4, i=0
#ptv=[('ips', 0, np.inf, int, [1]),('d50', 0, np.inf, float, [3, 4, 5, 6, 7, 8, 9, 10, 11, 12]),('K', 1, np.inf, int, [0, 1, 2, 3])]
#sentinels=[]
>trajectory
>point:[28000.0,186.666666667,213.333333333,168.888888889,168.888888889,213.333333333,177.777777778,195.555555556,195.555555556,177.777777778,222.222222222,115555.555556,80000.0,88888.8888889,80000.0]
>point:[25333.3333333,186.666666667,213.333333333,168.888888889,168.888888889,213.333333333,177.777777778,195.555555556,195.555555556,177.777777778,222.222222222,115555.555556,80000.0,88888.8888889,80000.0]
>point:[25333.3333333,168.888888889,213.333333333,168.888888889,168.888888889,213.333333333,177.777777778,195.555555556,195.555555556,177.777777778,222.222222222,115555.555556,80000.0,88888.8888889,80000.0]
>point:[25333.3333333,168.888888889,231.111111111,168.888888889,168.888888889,213.333333333,177.777777778,195.555555556,195.555555556,177.777777778,222.222222222,115555.555556,80000.0,88888.8888889,80000.0]
>point:[25333.3333333,168.888888889,231.111111111,186.666666667,168.888888889,213.333333333,177.777777778,195.555555556,195.555555556,177.777777778,222.222222222,115555.555556,80000.0,88888.8888889,80000.0]
>point:[25333.3333333,168.888888889,231.111111111,186.666666667,186.666666667,213.333333333,177.777777778,195.555555556,195.555555556,177.777777778,222.222222222,115555.555556,80000.0,88888.8888889,80000.0]
>point:[25333.3333333,168.888888889,231.111111111,186.666666667,186.666666667,231.111111111,177.777777778,195.555555556,195.555555556,177.777777778,222.222222222,115555.555556,80000.0,88888.8888889,80000.0]
>point:[25333.3333333,168.888888889,231.111111111,186.666666667,186.666666667,231.111111111,195.555555556,195.555555556,195.555555556,177.777777778,222.222222222,115555.555556,80000.0,88888.8888889,80000.0]
>point:[25333.3333333,168.888888889,231.111111111,186.666666667,186.666666667,231.111111111,195.555555556,177.777777778,195.555555556,177.777777778,222.222222222,115555.555556,80000.0,88888.8888889,80000.0]
>point:[25333.3333333,168.888888889,231.111111111,186.666666667,186.666666667,231.111111111,195.555555556,177.777777778,177.777777778,177.777777778,222.222222222,115555.555556,80000.0,88888.8888889,80000.0]
>point:[25333.3333333,168.888888889,231.111111111,186.666666667,186.666666667,231.111111111,195.555555556,177.777777778,177.777777778,160.0,222.222222222,115555.555556,80000.0,88888.8888889,80000.0]
>point:[25333.3333333,168.888888889,231.111111111,186.666666667,186.666666667,231.111111111,195.555555556,177.777777778,177.777777778,160.0,240.0,115555.555556,80000.0,88888.8888889,80000.0]
